iata,name,latitude,longitude,start_station_id,start_station_name,Date
7V7,Red Cloud Municipal,40.08473556,-98.54061694,428,"Exhibition Road, Knightsbridge",2019-07-05
7W6,Hyde County,35.5623925,-75.95518417,428,"Exhibition Road, Knightsbridge",2019-11-14
80F,Antlers Municipal,34.19260083,-95.64985889,428,"Exhibition Road, Knightsbridge",2018-10-23
81B,Oxford County Regional,44.15742611,-70.48129583,428,"Exhibition Road, Knightsbridge",2018-05-05
82C,Mauston-New Lisbon Union,43.83872167,-90.13768389,428,"Exhibition Road, Knightsbridge",2019-12-16
82V,Pine Bluffs Municipal,41.15331528,-104.1302292,428,"Exhibition Road, Knightsbridge",2020-04-24
83D,Mackinac County,45.89029056,-84.73755083,428,"Exhibition Road, Knightsbridge",2020-06-28
84D,Cheyenne Eagle Butte,44.984375,-101.2510417,428,"Exhibition Road, Knightsbridge",2017-04-10
84K,Meyers Chuck SPB,55.73963611,-132.2550183,428,"Exhibition Road, Knightsbridge",2017-08-17
84R,Smithville Municipal,30.03048028,-97.16687194,428,"Exhibition Road, Knightsbridge",2018-08-31
85V,Ganado,35.70140278,-109.5103814,428,"Exhibition Road, Knightsbridge",2019-05-04
86F,Carnegie Municipal,35.12061417,-98.5806175,428,"Exhibition Road, Knightsbridge",2020-03-11
87I,Yazoo County,32.883215,-90.4636475,428,"Exhibition Road, Knightsbridge",2017-09-10
87Y,Blackhawk Airfield,43.10491444,-89.18553833,428,"Exhibition Road, Knightsbridge",2018-12-12
88C,Palmyra Municipal,42.88355556,-88.59743056,428,"Exhibition Road, Knightsbridge",2019-03-21
88J,Allendale County,32.99512944,-81.27024583,428,"Exhibition Road, Knightsbridge",2019-09-10
88M,Eureka,48.96885444,-115.0704464,428,"Exhibition Road, Knightsbridge",2019-09-20
89D,Kelleys Island Land,41.60282583,-82.684625,428,"Exhibition Road, Knightsbridge",2020-01-09
8A0,Albertville Municipal,34.22910972,-86.25575806,428,"Exhibition Road, Knightsbridge",2017-04-20
8A1,Guntersville Municipal,34.39944167,-86.27016111,428,"Exhibition Road, Knightsbridge",2017-05-04
8A3,Livingston Municipal,36.41217389,-85.31154861,428,"Exhibition Road, Knightsbridge",2017-10-20
8B0,Rangeley Municipal,44.991895,-70.66462472,428,"Exhibition Road, Knightsbridge",2018-04-13
8D1,New Holstein Municipal,43.94424111,-88.1134775,428,"Exhibition Road, Knightsbridge",2018-05-07
8D3,Sisseton Municipal,45.67079278,-96.99619167,428,"Exhibition Road, Knightsbridge",2019-01-28
8D4,Sparta,43.12860833,-85.67689778,428,"Exhibition Road, Knightsbridge",2019-03-19
8D7,Clark County,44.89570278,-97.71191361,428,"Exhibition Road, Knightsbridge",2019-05-21
8D9,Howard Municipal,44.02914056,-97.53784778,428,"Exhibition Road, Knightsbridge",2019-06-19
8F7,Decatur Municipal,33.25463889,-97.58055556,428,"Exhibition Road, Knightsbridge",2019-10-13
8G2,Lawrence,41.90755611,-79.64105083,428,"Exhibition Road, Knightsbridge",2019-10-14
8G6,Harrison County,40.23820667,-81.01256917,428,"Exhibition Road, Knightsbridge",2020-07-07
8G7,Zelienople,40.80161944,-80.16072889,428,"Exhibition Road, Knightsbridge",2020-07-18
8K8,Cimarron Municipal,37.83057667,-100.3504222,428,"Exhibition Road, Knightsbridge",2017-08-14
8K9,Murphys Pullout SPB,55.38965028,-131.7380742,428,"Exhibition Road, Knightsbridge",2017-10-01
8M1,Booneville-Baldwyn,34.58981806,-88.64699861,428,"Exhibition Road, Knightsbridge",2018-03-25
8S1,Polson,47.69543861,-114.1851178,428,"Exhibition Road, Knightsbridge",2018-08-03
8S2,Cashmere-Dryden,47.51484611,-120.4848025,428,"Exhibition Road, Knightsbridge",2019-02-05
8S5,East Cooper,32.89783333,-79.78286111,428,"Exhibition Road, Knightsbridge",2017-04-03
8U6,Terry,46.77917333,-105.3047083,428,"Exhibition Road, Knightsbridge",2017-08-06
8U8,Townsend,46.33111111,-111.4813889,428,"Exhibition Road, Knightsbridge",2017-07-09
8V2,Stuart-Atkinson Municipal,42.56250167,-99.03787611,428,"Exhibition Road, Knightsbridge",2019-03-19
8Y2,Buffalo Municipal,45.15904694,-93.84330361,428,"Exhibition Road, Knightsbridge",2018-01-08
91C,Sauk - Prairie,43.2969325,-89.75595639,428,"Exhibition Road, Knightsbridge",2018-06-10
91F,Arrowhead,35.15426444,-95.62026389,428,"Exhibition Road, Knightsbridge",2020-04-17
93B,Stonington,44.17508056,-68.67863722,428,"Exhibition Road, Knightsbridge",2018-07-11
93C,Richland,43.28333333,-90.29827778,428,"Exhibition Road, Knightsbridge",2017-02-16
93F,Mignon Laird Municipal,35.60393694,-99.70343889,428,"Exhibition Road, Knightsbridge",2018-05-27
93Y,David City Municipal,41.23334583,-97.11698111,428,"Exhibition Road, Knightsbridge",2018-06-05
94K,Cassville Municipal,36.69741667,-93.90052778,428,"Exhibition Road, Knightsbridge",2018-06-30
95F,Cleveland Municipal,36.28340306,-96.46418833,428,"Exhibition Road, Knightsbridge",2018-07-06
96D,Walhalla Municipal,48.94057222,-97.902775,428,"Exhibition Road, Knightsbridge",2018-07-13
96Z,North Whale SPB,56.11631056,-133.1217153,428,"Exhibition Road, Knightsbridge",2018-08-07
97M,Ekalaka,45.87791444,-104.5375072,428,"Exhibition Road, Knightsbridge",2018-09-03
98D,Onida Municipal,44.70414917,-100.1087353,428,"Exhibition Road, Knightsbridge",2018-10-03
99N,Bamburg County,33.30515528,-81.10898917,428,"Exhibition Road, Knightsbridge",2019-06-22
99Y,Greeley Municipal,41.55834528,-98.54618528,428,"Exhibition Road, Knightsbridge",2019-07-01
9A1,Covington Municipal,33.6324825,-83.84955806,428,"Exhibition Road, Knightsbridge",2019-07-07
9A3,Chuathbaluk,61.58317306,-159.2359667,428,"Exhibition Road, Knightsbridge",2019-08-11
9A4,Lawrence County,34.65938889,-87.34883333,428,"Exhibition Road, Knightsbridge",2020-01-04
9A5,Barwick-LaFayette,34.68896917,-85.29023333,428,"Exhibition Road, Knightsbridge",2017-11-07
9A6,Chester Municipal,34.78933333,-81.19577778,428,"Exhibition Road, Knightsbridge",2019-08-09
9A8,Ugashik,57.5278675,-157.3993056,428,"Exhibition Road, Knightsbridge",2019-09-24
9C8,Evart Municipal,43.8958525,-85.27920861,428,"Exhibition Road, Knightsbridge",2019-10-29
9D0,Highmore Municipal,44.54165056,-99.44622306,428,"Exhibition Road, Knightsbridge",2020-07-12
9D1,Gregory Municipal,43.22174722,-99.4033,428,"Exhibition Road, Knightsbridge",2017-01-26
9D2,Harding County,45.58055222,-103.5296356,428,"Exhibition Road, Knightsbridge",2017-03-01
9D7,Cando Municipal,48.4841675,-99.23680389,428,"Exhibition Road, Knightsbridge",2017-03-24
9D9,Hastings Municipal,42.66361778,-85.34625944,428,"Exhibition Road, Knightsbridge",2017-04-15
9G0,Buffalo Airfield,42.86200306,-78.71658528,428,"Exhibition Road, Knightsbridge",2017-05-21
9G1,West Penn,40.60423333,-79.82060611,428,"Exhibition Road, Knightsbridge",2017-07-29
9G3,Akron,43.02108667,-78.48296778,428,"Exhibition Road, Knightsbridge",2017-08-13
9G5,Royalton,43.18200222,-78.55780528,428,"Exhibition Road, Knightsbridge",2017-11-17
9G8,Ebensburg,40.46121083,-78.77524389,428,"Exhibition Road, Knightsbridge",2017-12-04
9I0,Havana Regional,40.221155,-90.02289361,428,"Exhibition Road, Knightsbridge",2018-05-19
9I3,West Liberty,37.91453139,-83.25212111,428,"Exhibition Road, Knightsbridge",2018-05-25
9K2,Kokhanok,59.43264556,-154.8027058,428,"Exhibition Road, Knightsbridge",2018-09-10
9K4,Skyhaven,38.7842425,-93.80285417,428,"Exhibition Road, Knightsbridge",2018-11-04
9K7,Ellsworth Municipal,38.74750889,-98.23061222,428,"Exhibition Road, Knightsbridge",2018-11-11
9K8,Kingman Municipal,37.66660278,-98.12264722,428,"Exhibition Road, Knightsbridge",2019-07-21
9M4,Ackerman-Choctaw County,33.3034575,-89.22840028,428,"Exhibition Road, Knightsbridge",2019-09-18
9M6,Kelly,32.84921361,-91.40390611,428,"Exhibition Road, Knightsbridge",2019-09-21
9M8,Sheridan-Grant County Regional,34.32842917,-92.35098583,428,"Exhibition Road, Knightsbridge",2019-11-17
9S2,Scobey,48.80772722,-105.43947,428,"Exhibition Road, Knightsbridge",2019-12-23
9S4,Mineral County,47.16825944,-114.8537411,428,"Exhibition Road, Knightsbridge",2017-07-16
9S5,Three Forks,45.87852778,-111.5691389,428,"Exhibition Road, Knightsbridge",2017-04-17
9S7,Winifred,47.55164778,-109.3776792,428,"Exhibition Road, Knightsbridge",2018-07-09
9S9,Lexington,45.45263139,-119.6886361,428,"Exhibition Road, Knightsbridge",2018-09-27
9U0,Turner,48.85417361,-108.4090214,428,"Exhibition Road, Knightsbridge",2018-09-27
9U3,Austin,39.46798056,-117.1953703,428,"Exhibition Road, Knightsbridge",2017-12-08
9U4,Dixon,41.03829806,-107.4972869,428,"Exhibition Road, Knightsbridge",2018-12-13
9V5,Modisett,42.73748639,-102.4448947,428,"Exhibition Road, Knightsbridge",2019-01-17
9V6,Martin Municipal,43.16564083,-101.7126953,428,"Exhibition Road, Knightsbridge",2018-10-16
9V9,Chamberlain Municipal,43.76612222,-99.32134,428,"Exhibition Road, Knightsbridge",2019-04-02
9W7,Currituck County,36.39893194,-76.01631111,428,"Exhibition Road, Knightsbridge",2019-07-03
A04,Centre Municipal,34.15987361,-85.63512944,428,"Exhibition Road, Knightsbridge",2020-08-14
A14,Portage Creek,58.906485,-157.7141078,428,"Exhibition Road, Knightsbridge",2017-07-22
A29,Sitka SPB,57.05213778,-135.3462086,428,"Exhibition Road, Knightsbridge",2018-01-17
A30,Scott Valley,41.55819444,-122.8553103,428,"Exhibition Road, Knightsbridge",2018-08-04
A32,Butte Valley,41.88709222,-121.9755614,428,"Exhibition Road, Knightsbridge",2018-08-31
A61,Tuntutuliak,60.33534556,-162.6670094,428,"Exhibition Road, Knightsbridge",2019-03-27
A63,Twin Hills,59.07562167,-160.2730436,428,"Exhibition Road, Knightsbridge",2019-04-18
A79,Chignik Lake,56.25504722,-158.7753614,428,"Exhibition Road, Knightsbridge",2019-12-22
A85,Kwigillingok,59.87644778,-163.1675583,428,"Exhibition Road, Knightsbridge",2020-01-19
AAF,Apalachicola Municipal,29.72754583,-85.02744778,428,"Exhibition Road, Knightsbridge",2018-01-10
AAO,Colonel James Jabara,37.74755556,-97.22113889,428,"Exhibition Road, Knightsbridge",2017-10-10
AAS,Taylor County,37.35827778,-85.30941667,428,"Exhibition Road, Knightsbridge",2019-02-01
AAT,Alturas Municipal,41.483,-120.5653611,428,"Exhibition Road, Knightsbridge",2019-02-05
ABE,Lehigh Valley International,40.65236278,-75.44040167,428,"Exhibition Road, Knightsbridge",2019-08-15
ABI,Abilene Regional,32.41132,-99.68189722,428,"Exhibition Road, Knightsbridge",2019-08-27
ABO,Antonio (Nery) Juarbe Pol,18.45111111,-66.67555556,428,"Exhibition Road, Knightsbridge",2019-05-02
ABQ,Albuquerque International,35.04022222,-106.6091944,428,"Exhibition Road, Knightsbridge",2019-06-06
ABR,Aberdeen Regional,45.44905556,-98.42183333,428,"Exhibition Road, Knightsbridge",2020-01-15
ABY,Southwest Georgia Regional,31.535515,-84.19447333,428,"Exhibition Road, Knightsbridge",2018-04-22
ACB,Antrim County,44.98857611,-85.198355,428,"Exhibition Road, Knightsbridge",2018-04-26
ACJ,Souther,32.11079917,-84.18884806,428,"Exhibition Road, Knightsbridge",2018-07-23
ACK,Nantucket Memorial,41.25305194,-70.06018139,428,"Exhibition Road, Knightsbridge",2019-06-17
ACQ,Waseca Municipal,44.07346389,-93.55294361,428,"Exhibition Road, Knightsbridge",2017-02-20
ACT,Waco Regional,31.61128833,-97.23051917,428,"Exhibition Road, Knightsbridge",2017-10-11
ACV,Arcata,40.97811528,-124.1086189,428,"Exhibition Road, Knightsbridge",2018-04-12
ACY,Atlantic City International,39.45758333,-74.57716667,428,"Exhibition Road, Knightsbridge",2018-07-25
ACZ,Henderson,34.71789028,-78.00362444,428,"Exhibition Road, Knightsbridge",2017-01-25
ADC,Wadena Municipal,46.45026972,-95.21095472,428,"Exhibition Road, Knightsbridge",2017-05-02
ADG,Lenawee County,41.86943667,-84.07480528,428,"Exhibition Road, Knightsbridge",2017-06-16
ADH,Ada Municipal,34.80434056,-96.6712775,428,"Exhibition Road, Knightsbridge",2017-11-10
ADK,Adak,51.87796389,-176.6460306,428,"Exhibition Road, Knightsbridge",2018-05-05
ADM,Ardmore Municipal,34.30320667,-97.01952167,428,"Exhibition Road, Knightsbridge",2018-06-20
ADQ,Kodiak,57.74996778,-152.4938553,428,"Exhibition Road, Knightsbridge",2018-08-18
ADS,Addison,32.96855944,-96.83644778,428,"Exhibition Road, Knightsbridge",2018-08-19
ADT,Atwood-Rawlins County City-County,39.84013889,-101.0420278,428,"Exhibition Road, Knightsbridge",2019-05-25
ADU,Audubon Municipal,41.70137556,-94.92054167,428,"Exhibition Road, Knightsbridge",2019-06-29
AEG,Double Eagle II,35.14515278,-106.7951617,428,"Exhibition Road, Knightsbridge",2019-08-01
AEL,Albert Lea Municipal,43.68151278,-93.36723778,428,"Exhibition Road, Knightsbridge",2019-12-31
AEX,Alexandria International,31.32737167,-92.54855611,428,"Exhibition Road, Knightsbridge",2020-02-23
AFE,Kake,56.96048139,-133.9082694,428,"Exhibition Road, Knightsbridge",2020-07-27
AFJ,Washington County,40.13648833,-80.29020083,428,"Exhibition Road, Knightsbridge",2020-08-20
AFK,Nebraska City Municipal,40.60688889,-95.86569444,428,"Exhibition Road, Knightsbridge",2020-08-20
AFM,Ambler,67.10610472,-157.8536203,428,"Exhibition Road, Knightsbridge",2018-07-21
AFN,Jaffrey Municipal Silver Ranch,42.80513417,-72.00302194,428,"Exhibition Road, Knightsbridge",2017-03-08
AFO,Afton Municipal,42.71124583,-110.9421639,428,"Exhibition Road, Knightsbridge",2017-04-25
AFW,Fort Worth Alliance,32.98763889,-97.31880556,428,"Exhibition Road, Knightsbridge",2017-06-01
AGC,Allegheny Cty,40.35440139,-79.93016889,428,"Exhibition Road, Knightsbridge",2017-06-29
AGN,Angoon SPB,57.50355528,-134.5850939,428,"Exhibition Road, Knightsbridge",2017-10-02
AGO,Magnolia Municipal,33.22802111,-93.21696861,428,"Exhibition Road, Knightsbridge",2017-12-04
AGS,Bush,33.369955,-81.96449611,428,"Exhibition Road, Knightsbridge",2019-02-27
AGZ,Wagner Municipal,43.06332694,-98.29618972,428,"Exhibition Road, Knightsbridge",2019-07-24
AHH,Amery Municipal,45.28114833,-92.37539222,428,"Exhibition Road, Knightsbridge",2020-02-13
AHN,Athens Municipal,33.94859528,-83.32634694,428,"Exhibition Road, Knightsbridge",2017-02-25
AHP,Port Alexander SPB,56.24684222,-134.6481539,428,"Exhibition Road, Knightsbridge",2017-03-09
AHQ,Wahoo Municipal,41.24133333,-96.59402778,428,"Exhibition Road, Knightsbridge",2017-08-12
AIA,Alliance Municipal,42.05325,-102.8037222,428,"Exhibition Road, Knightsbridge",2017-10-16
AID,Anderson Municipal,40.10862139,-85.61299472,428,"Exhibition Road, Knightsbridge",2017-11-08
AIG,Langlade County,45.15419444,-89.11072222,428,"Exhibition Road, Knightsbridge",2018-01-17
AIK,Aiken Municipal,33.64955556,-81.68447222,428,"Exhibition Road, Knightsbridge",2018-06-14
AIO,Atlantic Municipal,41.40726722,-95.04690639,428,"Exhibition Road, Knightsbridge",2020-03-12
AIT,Aitkin Municipal,46.5484225,-93.6768,428,"Exhibition Road, Knightsbridge",2017-03-27
AIV,George Downer,33.10706889,-88.19725167,428,"Exhibition Road, Knightsbridge",2018-06-30
AIY,Atlantic City Municipal,39.36002778,-74.45608333,428,"Exhibition Road, Knightsbridge",2019-10-03
AIZ,Lee C Fine Memorial,38.096035,-92.5494875,428,"Exhibition Road, Knightsbridge",2019-11-19
AJC,Chignik (Anchorage Bay),56.3114625,-158.3732369,428,"Exhibition Road, Knightsbridge",2016-12-29
AJG,Mt Carmel Municipal,38.60654722,-87.72669417,428,"Exhibition Road, Knightsbridge",2018-07-18
AJO,Corona Municipal,33.89765389,-117.60244,428,"Exhibition Road, Knightsbridge",2017-11-06
AJR,Habersham County,34.50081944,-83.55487,428,"Exhibition Road, Knightsbridge",2017-04-06
AK5,Perryville,55.90806056,-159.1585781,428,"Exhibition Road, Knightsbridge",2017-10-04
AKA,Atka,52.22034833,-174.2063503,428,"Exhibition Road, Knightsbridge",2018-04-23
AKH,Gastonia Municipal,35.20265944,-81.1498675,428,"Exhibition Road, Knightsbridge",2019-01-31
AKI,Akiak,60.90481194,-161.2270189,428,"Exhibition Road, Knightsbridge",2018-08-07
AKK,Akhiok,56.93869083,-154.1825556,428,"Exhibition Road, Knightsbridge",2018-11-10
AKN,King Salmon,58.67680167,-156.6492175,428,"Exhibition Road, Knightsbridge",2019-05-13
AKO,Akron-Washington Co,40.17563333,-103.2220278,428,"Exhibition Road, Knightsbridge",2020-06-05
AKP,Anaktuvuk Pass,68.1343225,-151.74168,428,"Exhibition Road, Knightsbridge",2020-07-16
AKR,Akron Fulton Intl.,41.0375,-81.46693944,428,"Exhibition Road, Knightsbridge",2017-06-03
AKW,Klawock,55.57923333,-133.0759972,428,"Exhibition Road, Knightsbridge",2018-03-19
AL08,Vaiden,32.51235611,-87.38555472,428,"Exhibition Road, Knightsbridge",2017-04-02
ALB,Albany Cty,42.74811944,-73.80297861,428,"Exhibition Road, Knightsbridge",2019-03-30
ALI,Alice International,27.74088889,-98.02694444,428,"Exhibition Road, Knightsbridge",2017-10-21
ALM,Alamogordo-White Sands Regional,32.83994444,-105.9905833,428,"Exhibition Road, Knightsbridge",2018-11-03
ALN,St. Louis Regional,38.89029083,-90.04604306,428,"Exhibition Road, Knightsbridge",2019-05-16
ALO,Waterloo Municipal,42.55708139,-92.40034361,428,"Exhibition Road, Knightsbridge",2019-09-01
ALS,San Luis Valley Regional/Bergman,37.43491667,-105.8665556,428,"Exhibition Road, Knightsbridge",2017-03-20
ALW,Walla Walla Regional,46.09456167,-118.2880367,428,"Exhibition Road, Knightsbridge",2018-10-31
ALX,Thomas C Russell,32.91475167,-85.96295611,428,"Exhibition Road, Knightsbridge",2019-01-24
AMA,Amarillo International,35.2193725,-101.7059272,428,"Exhibition Road, Knightsbridge",2019-12-05
AMG,Bacon County,31.53605556,-82.50655556,428,"Exhibition Road, Knightsbridge",2020-01-30
AMN,Gratiot Community,43.3221425,-84.68794917,428,"Exhibition Road, Knightsbridge",2017-04-17
AMT,Alexander Salamon,38.85148778,-83.56627778,428,"Exhibition Road, Knightsbridge",2019-05-30
AMW,Ames Municipal,41.99206972,-93.62180139,428,"Exhibition Road, Knightsbridge",2019-08-28
ANB,Anniston Metropolitan,33.58816667,-85.85811111,428,"Exhibition Road, Knightsbridge",2020-04-25
ANC,Ted Stevens Anchorage International,61.17432028,-149.9961856,428,"Exhibition Road, Knightsbridge",2019-03-07
AND,Anderson County,34.49494444,-82.70902778,428,"Exhibition Road, Knightsbridge",2020-07-20
ANE,Anoka County,45.145,-93.21138889,428,"Exhibition Road, Knightsbridge",2017-08-26
ANI,Aniak,61.58159694,-159.5430428,428,"Exhibition Road, Knightsbridge",2017-10-17
ANQ,Steuben County-Tri State,41.63969833,-85.08349333,428,"Exhibition Road, Knightsbridge",2018-03-30
ANV,Anvik,62.64858333,-160.1898889,428,"Exhibition Road, Knightsbridge",2018-11-14
ANW,Ainsworth Municipal,42.57922222,-99.99297222,428,"Exhibition Road, Knightsbridge",2019-03-03
ANY,Anthony Municipal,37.15852194,-98.07964667,428,"Exhibition Road, Knightsbridge",2019-06-07
AOC,Arco-Butte County,43.60343056,-113.3340972,428,"Exhibition Road, Knightsbridge",2019-09-14
AOH,Allen County,40.70694444,-84.02666667,428,"Exhibition Road, Knightsbridge",2018-01-31
AOO,Altoona-Blair Cty,40.29637222,-78.32002306,428,"Exhibition Road, Knightsbridge",2019-12-22
APA,Centennial,39.57012833,-104.8492942,428,"Exhibition Road, Knightsbridge",2017-02-01
APC,Napa County,38.21319444,-122.2806944,428,"Exhibition Road, Knightsbridge",2017-02-18
APF,Naples Municipal,26.15247222,-81.77544444,428,"Exhibition Road, Knightsbridge",2017-02-25
APN,Alpena County Regional,45.0780675,-83.56028583,428,"Exhibition Road, Knightsbridge",2017-03-01
APT,Marion County-Brown,35.06067778,-85.58531667,428,"Exhibition Road, Knightsbridge",2017-03-01
APV,Apple Valley,34.57528944,-117.1861792,428,"Exhibition Road, Knightsbridge",2017-03-11
AQC,Klawock SPB,55.5546575,-133.1016928,428,"Exhibition Road, Knightsbridge",2017-04-18
AQH,Kwinhagak,59.75700722,-161.8794789,428,"Exhibition Road, Knightsbridge",2017-04-21
AQT,Nuiqsut,70.20995278,-151.0055611,428,"Exhibition Road, Knightsbridge",2017-04-22
AQW,Harriman And West,42.69591417,-73.17038306,428,"Exhibition Road, Knightsbridge",2017-05-24
AQY,Girdwood,60.96609583,-149.1257892,428,"Exhibition Road, Knightsbridge",2017-06-01
ARA,Acadiana Regional,30.03775833,-91.88389611,428,"Exhibition Road, Knightsbridge",2017-06-27
ARB,Ann Arbor Municipal,42.22298361,-83.74560722,428,"Exhibition Road, Knightsbridge",2017-07-01
ARC,Arctic Village,68.11608083,-145.5761114,428,"Exhibition Road, Knightsbridge",2017-07-07
ARG,Walnut Ridge Regional,36.12534667,-90.92461944,428,"Exhibition Road, Knightsbridge",2017-08-26
ARR,Aurora Municipal,41.77192944,-88.47565917,428,"Exhibition Road, Knightsbridge",2017-09-03
ART,Watertown Intl,43.99192222,-76.02173861,428,"Exhibition Road, Knightsbridge",2017-09-07
ARV,Lakeland,45.92792556,-89.73094278,428,"Exhibition Road, Knightsbridge",2017-09-15
ASD,Slidell,30.345055,-89.82078833,428,"Exhibition Road, Knightsbridge",2017-10-09
ASE,Aspen-Pitkin Co/Sardy,39.22316,-106.868845,428,"Exhibition Road, Knightsbridge",2017-11-13
ASG,Springdale Municipal,36.17641056,-94.11925833,428,"Exhibition Road, Knightsbridge",2017-12-04
ASH,Boire,42.78176306,-71.51477944,428,"Exhibition Road, Knightsbridge",2017-12-16
ASJ,Tri-County,36.29752583,-77.17085556,428,"Exhibition Road, Knightsbridge",2017-12-20
ASL,Marshall - Harrison County,32.5205,-94.30777778,428,"Exhibition Road, Knightsbridge",2018-01-17
ASN,Talladega Municipal,33.56991111,-86.05085833,428,"Exhibition Road, Knightsbridge",2018-03-09
AST,Astoria Regional,46.15797222,-123.8786944,428,"Exhibition Road, Knightsbridge",2018-03-13
ASW,Warsaw Municipal,41.2747,-85.84005556,428,"Exhibition Road, Knightsbridge",2018-04-16
ASX,John F Kennedy Memorial,46.54852806,-90.91896639,428,"Exhibition Road, Knightsbridge",2018-04-19
ATA,Hall-Miller Municipal,33.101805,-94.19532694,428,"Exhibition Road, Knightsbridge",2018-04-20
ATK,Atqasuk,70.46727611,-157.4357361,428,"Exhibition Road, Knightsbridge",2018-05-21
ATL,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,428,"Exhibition Road, Knightsbridge",2018-06-06
ATS,Artesia Municipal,32.85252806,-104.4676864,428,"Exhibition Road, Knightsbridge",2018-07-02
ATW,Outagamie County Regional,44.25740806,-88.51947556,428,"Exhibition Road, Knightsbridge",2018-07-13
ATY,Watertown Municipal,44.91398056,-97.15471944,428,"Exhibition Road, Knightsbridge",2018-07-24
AUG,Augusta State,44.32064972,-69.79731806,428,"Exhibition Road, Knightsbridge",2018-08-11
AUH,Aurora Municipal,40.89413889,-97.99455556,428,"Exhibition Road, Knightsbridge",2018-08-18
AUK,Alakanuk,62.68004417,-164.6599253,428,"Exhibition Road, Knightsbridge",2018-08-19
AUM,Austin Municipal,43.66499083,-92.933385,428,"Exhibition Road, Knightsbridge",2018-09-07
AUN,Auburn Municipal,38.95476944,-121.0820806,428,"Exhibition Road, Knightsbridge",2018-09-17
AUO,Auburn-Opelik,32.61635417,-85.43355944,428,"Exhibition Road, Knightsbridge",2018-10-11
AUS,Austin-Bergstrom International,30.19453278,-97.66987194,428,"Exhibition Road, Knightsbridge",2018-10-16
AUW,Wausau Municipal,44.92847222,-89.62661111,428,"Exhibition Road, Knightsbridge",2018-11-06
AVC,Mecklenburg-Brunswick Regional,36.68827778,-78.05447222,428,"Exhibition Road, Knightsbridge",2018-12-08
AVK,Alva Regional,36.77317,-98.66994611,428,"Exhibition Road, Knightsbridge",2018-12-20
AVL,Asheville Regional,35.43619444,-82.54180556,428,"Exhibition Road, Knightsbridge",2018-12-28
AVO,Avon Park Municipal,27.591145,-81.52785333,428,"Exhibition Road, Knightsbridge",2018-12-31
AVP,Wilkes-Barre/Scranton Intl,41.33814944,-75.7242675,428,"Exhibition Road, Knightsbridge",2019-01-10
AVQ,Marana Northwest Regional,32.40939028,-111.2185086,428,"Exhibition Road, Knightsbridge",2019-01-17
AVX,Catalina,33.40494444,-118.4158611,428,"Exhibition Road, Knightsbridge",2019-02-08
AWG,Washington Municipal,41.27610083,-91.67344389,428,"Exhibition Road, Knightsbridge",2019-03-20
AWI,Wainwright,70.638,-159.99475,428,"Exhibition Road, Knightsbridge",2019-03-25
AWM,West Memphis Municipal,35.13505861,-90.23444639,428,"Exhibition Road, Knightsbridge",2019-04-08
AWO,Arlington Municipal,48.16074833,-122.1590208,428,"Exhibition Road, Knightsbridge",2019-04-23
AXA,Algona Municipal,43.07791056,-94.27199278,428,"Exhibition Road, Knightsbridge",2019-04-24
AXN,Chandler,45.86629833,-95.39466806,428,"Exhibition Road, Knightsbridge",2019-05-29
AXS,Altus Municipal,34.69878194,-99.3381,428,"Exhibition Road, Knightsbridge",2019-06-05
AXV,Neil Armstrong,40.49338889,-84.29894444,428,"Exhibition Road, Knightsbridge",2019-06-20
AXX,Angel Fire,36.42240972,-105.2892967,428,"Exhibition Road, Knightsbridge",2019-07-10
AYS,Waycross-Ware County,31.24905556,-82.39530556,428,"Exhibition Road, Knightsbridge",2019-08-01
AZC,Colorado City Municipal,36.95994444,-113.0138889,428,"Exhibition Road, Knightsbridge",2019-08-12
AZE,Hazelhurst,31.88465639,-82.64738778,428,"Exhibition Road, Knightsbridge",2019-08-22
AZO,Kalamazoo County,42.234875,-85.5520575,428,"Exhibition Road, Knightsbridge",2019-08-26
B01,Granville,43.42507111,-73.26205306,428,"Exhibition Road, Knightsbridge",2019-09-19
B08,Silver Springs,39.40324917,-119.2518292,428,"Exhibition Road, Knightsbridge",2019-10-28
B16,Whitford,43.08027611,-76.53837556,428,"Exhibition Road, Knightsbridge",2019-10-31
B19,Biddeford Municipal,43.46411111,-70.47238889,428,"Exhibition Road, Knightsbridge",2019-12-18
B21,Sugarloaf Regional,45.08616639,-70.21617778,428,"Exhibition Road, Knightsbridge",2020-01-17
BAF,Barnes Municipal,42.15773111,-72.71562028,428,"Exhibition Road, Knightsbridge",2020-02-21
BAK,Columbus Municipal,39.26191861,-85.89634556,428,"Exhibition Road, Knightsbridge",2020-05-18
BAM,Battle Mountain,40.59904583,-116.8743358,428,"Exhibition Road, Knightsbridge",2020-06-06
BAX,Huron County Memorial,43.78091667,-82.98566667,428,"Exhibition Road, Knightsbridge",2017-10-12
BAZ,New Braunfels Municipal,29.7045,-98.04222222,428,"Exhibition Road, Knightsbridge",2017-02-14
BBB,Benson Municipal,45.3319325,-95.650565,428,"Exhibition Road, Knightsbridge",2017-02-14
BBD,Curtis,31.17816667,-99.32463889,428,"Exhibition Road, Knightsbridge",2017-05-11
BBP,Marlboro County,34.62170861,-79.73435944,428,"Exhibition Road, Knightsbridge",2017-10-14
BBW,Broken Bow Municipal,41.43645056,-99.64216861,428,"Exhibition Road, Knightsbridge",2017-12-12
